Project,Package,Class,Method,Smell,Description,File
gson,com.google.gson.metrics,PerformanceTest,testByteArrayDeserialization,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testSerializeClasses,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testSerializeClasses,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testDeserializeClasses,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testDeserializeClasses,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testLargeObjectSerializationAndDeserialization,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testLargeObjectSerializationAndDeserialization,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testSerializeExposedClasses,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testSerializeExposedClasses,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testDeserializeExposedClasses,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testDeserializeExposedClasses,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testLargeGsonMapRoundTrip,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.metrics,PerformanceTest,testLargeGsonMapRoundTrip,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/metrics/PerformanceTest.java
gson,com.google.gson.jpms_test,ExportedPackagesTest,testReflectionInternalField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-jpms/src/test/java/com/google/gson/jpms_test/ExportedPackagesTest.java
gson,com.google.gson.jpms_test,ExportedPackagesTest,testInaccessiblePackage,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-jpms/src/test/java/com/google/gson/jpms_test/ExportedPackagesTest.java
gson,com.google.gson.jpms_test,ModuleTest,testGsonModule,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-jpms/src/test/java/com/google/gson/jpms_test/ModuleTest.java
gson,com.google.gson.jpms_test,ReflectionInaccessibleTest,testDeserialization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-jpms/src/test/java/com/google/gson/jpms_test/ReflectionInaccessibleTest.java
gson,com.google.gson.jpms_test,ReflectionInaccessibleTest,testSerialization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-jpms/src/test/java/com/google/gson/jpms_test/ReflectionInaccessibleTest.java
gson,com.google.gson.native_test,ReflectionTest,testCustomDefaultConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/ReflectionTest.java
gson,com.google.gson.native_test,ReflectionTest,testClassWithoutDefaultConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/ReflectionTest.java
gson,com.google.gson.native_test,ReflectionTest,testInstanceCreator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/ReflectionTest.java
gson,com.google.gson.native_test,ReflectionTest,testInstanceCreator,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.GsonBuilder.create; com.google.gson.GsonBuilder.registerTypeAdapter,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/ReflectionTest.java
gson,com.google.gson.native_test,ReflectionTest,testFinalField,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/ReflectionTest.java
gson,com.google.gson.native_test,ReflectionTest,testSerializedName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/ReflectionTest.java
gson,com.google.gson.native_test,ReflectionTest,testCustomClassAdapter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/ReflectionTest.java
gson,com.google.gson.native_test,ReflectionTest,testCustomFieldAdapter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/ReflectionTest.java
gson,com.google.gson.native_test,ReflectionTest,testCustomAdapter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/ReflectionTest.java
gson,com.google.gson.native_test,ReflectionTest,testCustomAdapter,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.GsonBuilder.create; com.google.gson.GsonBuilder.registerTypeAdapter; com.google.gson.Gson.toJson; com.google.gson.stream.JsonReader.nextInt,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/ReflectionTest.java
gson,com.google.gson.native_test,ReflectionTest,testGenerics,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/ReflectionTest.java
gson,com.google.gson.native_test,Java17RecordReflectionTest,testSerializedName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/Java17RecordReflectionTest.java
gson,com.google.gson.native_test,Java17RecordReflectionTest,testCustomClassAdapter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/Java17RecordReflectionTest.java
gson,com.google.gson.native_test,Java17RecordReflectionTest,testCustomFieldAdapter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/Java17RecordReflectionTest.java
gson,com.google.gson.native_test,Java17RecordReflectionTest,testCustomAdapter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/Java17RecordReflectionTest.java
gson,com.google.gson.native_test,Java17RecordReflectionTest,testCustomAdapter,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.GsonBuilder.create; com.google.gson.GsonBuilder.registerTypeAdapter; com.google.gson.Gson.toJson; com.google.gson.stream.JsonReader.nextInt,/data/henrique/multiagent_refactoring/project/data/repositories/gson/test-graal-native-image/src/test/java/com/google/gson/native_test/Java17RecordReflectionTest.java
gson,com.google.gson,JsonObjectAsMapTest,testSize,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testSize,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonObject.size; com.google.gson.JsonObject.asMap,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testContainsKey,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testContainsValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testContainsValue,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonObject.add; com.google.gson.JsonObject.asMap,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testGet,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testPut,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testPut,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonObject.get; com.google.gson.JsonObject.asMap,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testRemove,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testRemove,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonObject.size; com.google.gson.JsonObject.asMap,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testPutAll,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testClear,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testClear,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonObject.size; com.google.gson.JsonObject.asMap,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testKeySet,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testKeySet,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonObject.asMap; com.google.gson.JsonObject.keySet,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testValues,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testValues,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonObject.size; com.google.gson.JsonObject.get; com.google.gson.JsonObject.asMap,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testEntrySet,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testEntrySet,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonObject.entrySet; com.google.gson.JsonObject.asMap,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testEqualsHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testViewUpdates,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonObjectAsMapTest,testViewUpdates,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonObject.size; com.google.gson.JsonObject.asMap,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonObjectAsMapTest.java
gson,com.google.gson,JsonParserTest,testParseUnquotedStringArrayFails,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseUnquotedStringArrayFails,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonElement.getAsString; com.google.gson.JsonArray.get; com.google.gson.JsonParser.parseString; com.google.gson.JsonElement.getAsJsonArray,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseString,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonElement.getAsString; com.google.gson.JsonObject.get; com.google.gson.JsonElement.isJsonObject; com.google.gson.JsonElement.getAsJsonObject; com.google.gson.JsonElement.getAsInt; com.google.gson.JsonParser.parseString,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseEmptyString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseEmptyString,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonElement.getAsString; com.google.gson.JsonParser.parseString; com.google.gson.JsonElement.isJsonPrimitive,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseMixedArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseMixedArray,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonElement.toString; com.google.gson.JsonElement.isJsonArray; com.google.gson.JsonElement.getAsString; com.google.gson.JsonElement.getAsInt; com.google.gson.JsonArray.get; com.google.gson.JsonParser.parseString; com.google.gson.JsonElement.getAsJsonArray,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseDeeplyNestedArrays,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseDeeplyNestedArrays,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.stream.JsonReader.setNestingLimit; com.google.gson.JsonArray.isEmpty; com.google.gson.JsonArray.size; com.google.gson.JsonArray.get; com.google.gson.JsonElement.getAsJsonArray,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseDeeplyNestedObjects,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseDeeplyNestedObjects,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.stream.JsonReader.setNestingLimit; com.google.gson.JsonElement.isJsonNull; com.google.gson.JsonObject.size; com.google.gson.JsonObject.get; com.google.gson.JsonElement.getAsJsonObject,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseReader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testParseReader,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.JsonParser.parseReader; com.google.gson.JsonElement.getAsString; com.google.gson.JsonObject.get; com.google.gson.JsonElement.isJsonObject; com.google.gson.JsonElement.getAsJsonObject; com.google.gson.JsonElement.getAsInt,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testReadWriteTwoObjects,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testReadWriteTwoObjects,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.stream.JsonReader.setStrictness; com.google.gson.internal.Streams.parse,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testLegacyStrict,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testLegacyStrict,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.stream.JsonReader.getStrictness; com.google.gson.stream.JsonReader.setStrictness,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testStrict,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,JsonParserTest,testStrict,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.stream.JsonReader.getStrictness; com.google.gson.stream.JsonReader.setStrictness,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonParserTest.java
gson,com.google.gson,FieldNamingPolicyTest,testUpperCasingLocaleIndependent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/FieldNamingPolicyTest.java
gson,com.google.gson,FieldNamingPolicyTest,testLowerCasingLocaleIndependent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/FieldNamingPolicyTest.java
gson,com.google.gson,JavaSerializationTest,testMapIsSerializable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JavaSerializationTest.java
gson,com.google.gson,JavaSerializationTest,testNumberIsSerializable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JavaSerializationTest.java
gson,com.google.gson,JsonNullTest,testEqualsAndHashcode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonNullTest.java
gson,com.google.gson,JsonNullTest,testDeepCopy,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/JsonNullTest.java
gson,com.google.gson,GsonTest,testOverridesDefaultExcluder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/GsonTest.java
gson,com.google.gson,GsonTest,testOverridesDefaultExcluder,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.google.gson.Gson.serializeNulls; com.google.gson.Gson.fieldNamingStrategy; com.google.gson.Gson.htmlSafe,/data/henrique/multiagent_refactoring/project/data/repositories/gson/gson/src/test/java/com/google/gson/GsonTest.java
